date,close_gold,open_gold,high_gold,low_gold,MA5_gold,MA20_gold,volatility_gold,next_day_return,label
2022-02-06,0.0027162883636704382,0.001245078050830406,0.0014318397584549558,0.002528958131693182,0.0014753354181378242,0.0,0.028149807192258056,0.005631601638284045,0
2022-02-07,0.005978956570607874,0.005369399094205751,0.005369399094205751,0.005978956570607874,0.0005642842731765629,0.0001743027888445603,0.02780930355983654,0.0046354599287265034,0
2022-02-08,0.008679634081613541,0.007174762267909696,0.007377087451169606,0.008476692996971513,0.0,0.0003751660026559689,0.028593151444135594,0.002480396863498178,0
2022-02-09,0.010131443379437388,0.009229141051779743,0.009229141051779743,0.010131443379437388,0.0015951276102088574,0.0008574037184594374,0.028596509352531697,-0.005054939207704731,0
2022-02-10,0.007165381373130608,0.006349898059234582,0.006349898059234582,0.007165381373130608,0.003259608594774477,0.0013313413014608422,0.024377807858323393,0.01585688691606265,0
2022-02-13,0.01642261700334069,0.01683968063747998,0.01683968063747998,0.01642261700334069,0.00602743871683642,0.002269256308100931,0.026668588408476482,0.011266122663858989,0
2022-02-14,0.023104061943863385,0.019703360154389782,0.02175773893825972,0.021043429392113455,0.00948565015636027,0.003308432934926886,0.04032138015066872,-0.013977822895517737,0
2022-02-15,0.0147210340628805,0.012559724837750808,0.013400152522061282,0.013878048018982736,0.01070563905982036,0.003740869853917639,0.04233595365688496,0.010110609540402798,0
2022-02-16,0.020699990633488374,0.016901934540021535,0.019360963690411404,0.01823347591245439,0.012839831534348756,0.004431440903054362,0.04922050863796322,0.007265314656073671,0
2022-02-17,0.025039807674295145,0.023578665587599135,0.02368760991704677,0.024930531705641856,0.016449359427014865,0.005353585657370541,0.05945590408476713,-0.00025945721550522217,0
2022-02-20,0.02488369914764743,0.024948251443512426,0.024948251443512426,0.02488369914764743,0.018157974377080555,0.006425132802124756,0.06616490711917372,0.011445032700093494,0
2022-02-21,0.031768085172812155,0.029897436695562996,0.03039546791589509,0.03126853788753947,0.019907570866538937,0.00791085657370505,0.07801609673066438,-0.007158802247710005,0
2022-02-22,0.027412657279340613,0.025882059981635175,0.026053258213624364,0.027240937900028128,0.022470493291637306,0.009183266932270895,0.08172061115302345,0.02067504005789011,0
2022-02-23,0.03990133941115859,0.02961729413412606,0.038504038721927425,0.030987542539573587,0.02634797740340955,0.010729581673306732,0.10026052521984316,-0.012356307287182853,0
2022-02-24,0.03228324331074961,0.02849672388837876,0.030909062611862548,0.029863561147709827,0.027810703117118862,0.011863379814077035,0.10690089002303549,-0.005614520842947233,0
2022-02-27,0.02886446657716446,0.02905700901125241,0.02905700901125241,0.02886446657716446,0.028614571774437603,0.012899236387782231,0.1093112660974033,7.734550235896748e-05,0
2022-02-28,0.028911299135158774,0.025835369554728982,0.02754735187462065,0.027194105342033814,0.028037677796832416,0.013878652058432861,0.1112157992607917,0.014462490332559974,0
2022-03-01,0.03766898748009617,0.03719670676855569,0.03719670676855569,0.03766898748009617,0.03010882174921803,0.015271414342629464,0.11851528842664097,-0.003024065462122939,0
2022-03-02,0.03581129601298827,0.03495556627706109,0.03495556627706109,0.03581129601298827,0.02928288610914953,0.01705677290836649,0.11664545765580056,0.0036449836867863145,0
2022-03-03,0.038043647944050685,0.036418532986786656,0.03665198512131729,0.037809485154079114,0.03044613134268126,0.019136786188579058,0.10995401860237503,0.02168888888888894,0
2022-03-06,0.051375316119766534,0.05386518917404637,0.05386518917404637,0.051375316119766534,0.034991929789165765,0.021723937583001285,0.11656655813960176,0.018170971189937612,0
2022-03-07,0.06278684941771528,0.05027002630227384,0.06132009400339289,0.05170314402572673,0.04183269444164228,0.024744355909694482,0.1353449660087006,0.014355468749999989,0
2022-03-08,0.07196603078460151,0.07082937761660935,0.07082937761660935,0.07196603078460151,0.04875857459901134,0.028109229747675935,0.16058324546330519,-0.030831808992009248,1
2022-03-09,0.051968528521027846,0.04739078330972879,0.050534605388075304,0.0488151362827437,0.05202133561989297,0.030333665338645455,0.15842896737954942,0.0024337546874611004,0
2022-03-10,0.05349839208217555,0.05518808460305369,0.05518808460305369,0.05349839208217555,0.055142237465953814,0.032797144754316165,0.15101523928443375,-0.004880465750030895,0
2022-03-13,0.05042305410721537,0.05045678800989839,0.05045678800989839,0.05042305410721537,0.05494993947341875,0.03460491367861884,0.14678111463452848,-0.01954291973710422,1
2022-03-14,0.038168534765368856,0.04261279628966741,0.04261279628966741,0.038168534765368856,0.04997856350247154,0.035405876494023936,0.1425034148399323,-0.007719066602341019,0
2022-03-15,0.03342283555527803,0.033165766578992506,0.033165766578992506,0.03342283555527803,0.042195223443962426,0.03640023240371848,0.1312655474052468,0.009595946672125693,0
2022-03-16,0.03927690530456773,0.03783480926960614,0.03788149969651233,0.03923007274657342,0.03963230101886417,0.037387948207171284,0.12340205984552877,0.0013433365438231173,0
2022-03-17,0.040104280495800726,0.03973355329712236,0.03973355329712236,0.040104280495800726,0.03692751941894479,0.03818891102257638,0.1179168072240736,-0.0029868124636140605,0
2022-03-20,0.038262199881357484,0.0377725553670647,0.0377725553670647,0.038262199881357484,0.03447177948148894,0.03890023240371843,0.111741918120559,0.006473888649115265,0
2022-03-21,0.04224296731087451,0.039686862870216166,0.0408385600672343,0.04108776421368132,0.03529456269545039,0.039457171314741024,0.10923889940246315,-0.006533144990414627,0
2022-03-22,0.03819975647069851,0.03744572237872168,0.03744572237872168,0.03819975647069851,0.03625920508423275,0.04003071049136786,0.10398997933749694,0.011222546654817719,0
2022-03-23,0.04509975334852789,0.04437146903646527,0.04437146903646527,0.04509975334852789,0.0374350600221931,0.040307104913678615,0.10391219149073888,0.006427800236020796,0
2022-03-24,0.049096131630709694,0.049009384775808185,0.049009384775808185,0.049096131630709694,0.03925085745990109,0.0412010292164674,0.10157789763869209,-0.009754758875333603,0
2022-03-27,0.04299228823878365,0.04637915739342913,0.04637915739342913,0.04299228823878365,0.04020604257036209,0.041952191235059666,0.09529497259876799,-0.005870200544190368,0
2022-03-28,0.03935495956789159,0.03856629262446898,0.03856629262446898,0.03935495956789159,0.0396228437405427,0.04250747011952194,0.08893854653853821,-0.0015965939329430434,0
2022-03-29,0.03837147585001088,0.03725896067109713,0.03725896067109713,0.03837147585001088,0.03965752042772108,0.042544820717131504,0.08864785697405769,-0.0010407147933799577,0
2022-03-30,0.03773143089075526,0.03691656420711886,0.03691656420711886,0.03773143089075526,0.038169575305154746,0.04264691235059759,0.08769829109554345,0.004446703087282429,0
2022-03-31,0.04046333010709047,0.03973355329712236,0.03973355329712236,0.04046333010709047,0.0364262836679109,0.04277556440903052,0.08683655299000735,-0.004249936756893516,0
2022-04-05,0.03784070685940866,0.0378503727452415,0.0378503727452415,0.03784070685940866,0.035385983052557246,0.04205594289508641,0.08707628498419592,0.001422691936385352,0
2022-04-06,0.038714914608635964,0.03630958865733891,0.037321214573638684,0.037700209185425715,0.035256733582164745,0.040776062416998604,0.0767285115408825,0.0022071135014460515,0
2022-04-07,0.04007305879047118,0.0397958071996638,0.0397958071996638,0.04007305879047118,0.03560034802784229,0.03908034528552462,0.041551145294807516,0.008024300721427707,0
2022-04-10,0.04502169908520404,0.04363998568160243,0.04363998568160243,0.04502169908520404,0.037072531019872845,0.03871098937583006,0.03622476977902465,0.006503942544322171,0
2022-04-11,0.04906490992538015,0.048060012762050075,0.048060012762050075,0.04906490992538015,0.038809517804902716,0.03847526560424963,0.030802373520323514,0.004066764801277402,0
2022-04-12,0.051609478909737994,0.05050347843680447,0.05050347843680447,0.051609478909737994,0.04158995763139306,0.038538346613545826,0.03228312314914168,0.0012424212304939866,0
2022-04-13,0.05239002154297667,0.053242650148631276,0.053242650148631276,0.05239002154297667,0.0443514829012408,0.0392944887118194,0.03845776161971418,0.003772273787660649,0
2022-04-14,0.05476287114802203,0.05349166575879727,0.05349166575879727,0.05476287114802203,0.04731791586805201,0.04042911686586981,0.04214147921322114,0.005661870147851507,0
2022-04-17,0.058337756408255004,0.05577949667719806,0.056884503447309887,0.05722938586905624,0.05000693533743572,0.04144256308100924,0.05195217669331885,-0.005925015365703811,0
2022-04-18,0.054575540916044774,0.053585046612609544,0.053585046612609544,0.054575540916044774,0.05111974175325329,0.04221198539176618,0.05576070306620354,-0.012440025720927865,0
2022-04-19,0.046723282025664226,0.04683049818685514,0.04683049818685514,0.046723282025664226,0.050133032381720954,0.0426618525896415,0.05397763215491802,0.011795346973529287,0
2022-04-20,0.05407599363077209,0.05042566105862767,0.052635674598851434,0.051859252552374446,0.05047349440129112,0.043291002656042465,0.056761526297965534,0.004653234988366901,0
2022-04-21,0.05701083393174933,0.05414533173548319,0.05556160801830268,0.05559024633925502,0.05092744376071823,0.04429116865869842,0.05897198741760719,-0.005296871150529631,0
2022-04-24,0.05365450060882326,0.05366286399078646,0.05366286399078646,0.05365450060882326,0.049981715928578585,0.044746015936254935,0.06070762980761668,-0.007925696594427217,0
2022-04-25,0.048659027756096096,0.04723514855337496,0.04723514855337496,0.048659027756096096,0.04878694643397563,0.04472277556440907,0.060644565511274284,-0.0005742104606166975,0
2022-04-26,0.048299978144806244,0.04771761629807181,0.04771761629807181,0.048299978144806244,0.04910534147079593,0.045004980079681345,0.05997690648282028,-0.0014488409272581538,0
2022-04-27,0.047394548690249505,0.04281512147292732,0.045974507026909306,0.044225545599300586,0.04775610309694345,0.04543243691899068,0.0572142071197108,0.013033471756641766,0
2022-04-28,0.05552780292859594,0.054907942041616864,0.054907942041616864,0.05552780292859594,0.04745662261676575,0.04634462151394414,0.05543668397478008,-0.002913939992591695,0
2022-05-04,0.053685722314152806,0.05212207990288398,0.052246587707966974,0.053560835492834635,0.047462927468980065,0.04719289508632141,0.05077456628535103,-0.0023775912029124985,0
2022-05-05,0.052187080458334645,0.05022333587536776,0.050752494046970575,0.05165631146773242,0.04817537576919195,0.04781623505976096,0.04705108944166146,0.004270003227327947,0
2022-05-08,0.05487214711667543,0.05316483277045436,0.053429411856255715,0.05460676262137443,0.04950254716029445,0.04872177954847268,0.03996441018190911,-0.007193533236101076,0
2022-05-09,0.05032938899122674,0.05027002630227384,0.05027002630227384,0.05032938899122674,0.05009520326843542,0.04933930942895082,0.03090139070601132,-0.0055525123250834574,0
2022-05-10,0.046848168846982396,0.0427839945216566,0.04542978537967102,0.044194323893971044,0.04834245435286988,0.049699535192563093,0.023188845013750757,0.00981496782593459,0
2022-05-11,0.05296762309157321,0.0502855897779092,0.05153066782873961,0.05171875487839139,0.04819744275194182,0.05012201195219124,0.0194181245673744,-0.009793955022191339,0
2022-05-12,0.04680133628898808,0.0460990148319923,0.0460990148319923,0.04680133628898808,0.04710985574498128,0.05000166002656048,0.020973405092442478,-0.009465144230769305,0
2022-05-15,0.040900433981704065,0.04114982957994184,0.04114982957994184,0.040900433981704065,0.04428843437909813,0.04943227091633462,0.029585078597357886,0.005409778047424145,0
2022-05-16,0.04424115645196547,0.04325089879071797,0.04325089879071797,0.04424115645196547,0.04305898819731668,0.04899900398406376,0.032706621164375976,-0.011188776023333112,0
2022-05-17,0.03729432701614155,0.03666754859695276,0.03666754859695276,0.03729432701614155,0.04112970341975186,0.04807021912350595,0.04193788212821333,0.004068451699850034,0
2022-05-18,0.03979206344250519,0.039111014271707156,0.039111014271707156,0.03979206344250519,0.03846905578533233,0.04708416334661347,0.04327366469976622,0.006533795932838616,0
2022-05-19,0.04381966343001653,0.04279955799729196,0.04279955799729196,0.04381966343001653,0.03786694239887012,0.04651228419654707,0.04307983935429264,-0.00010064159013703264,0
2022-05-22,0.043757220019357446,0.044402595987736104,0.044402595987736104,0.043757220019357446,0.038443836376475304,0.04635458167330664,0.044126489022190324,0.0025666188570996748,0
2022-05-23,0.045349526991164235,0.04197469378861696,0.04393569171867473,0.04338255955540293,0.0386676586300817,0.045890604249667954,0.04293902158346078,0.0013553196295460193,0
2022-05-24,0.046192513035062,0.04580330879492012,0.04580330879492012,0.046192513035062,0.04046454151114698,0.04531540504648068,0.038633635271502126,0.004260972002907458,0
2022-05-25,0.04884635798807335,0.0460990148319923,0.04742191026099951,0.047519435511567676,0.04229294865328359,0.045059760956175254,0.0365896622773351,0.004217934958943763,0
2022-05-26,0.051484592088419934,0.049771995081941744,0.05005213764337857,0.05120359674045394,0.04384078987188533,0.04520999335989373,0.037437491815511766,-0.008450144149517929,0
2022-05-29,0.04617690218239723,0.04580330879492012,0.04580330879492012,0.04617690218239723,0.04432941591849093,0.04509711155378493,0.03749506215590199,-0.0027822338079004335,0
2022-05-30,0.044444097536607496,0.042706177143479684,0.0430330101318227,0.04411626963064719,0.04414657520427723,0.044940239043824715,0.037973448063400125,-0.005982154078170153,0
2022-05-31,0.04072871460239158,0.03915770469861335,0.03932890293060254,0.040556995223079095,0.043043226066781015,0.04415338645418321,0.03589307011889969,0.007560624067565054,0
2022-06-01,0.04539635954915855,0.04339097007143633,0.04398238214558081,0.04480314714789724,0.042346539897104796,0.0437126494023905,0.03267600033219812,-0.002785725041409318,0
2022-06-05,0.04366355490336882,0.04227039982568914,0.04227039982568914,0.04366355490336882,0.04076717441743172,0.04325946215139442,0.030486137000062787,-0.004479677865861406,0
2022-06-06,0.040884823129039294,0.039079887320436435,0.039484537686956256,0.04047894095975524,0.039698501967113886,0.042515770252324,0.025629150770667228,0.004575675607351423,0
